job_id,job_title,company_name,location,tools_preferred,tools_count,tool_mlflow,tool_langchain,tool_fastapi,tool_kdbplus,tool_bigquery,tool_tensorflow,tool_pytorch,tool_scikit-learn
117,Data Analyst,Ruiz Inc,"Rodriguezfurt, LI","LangChain, KDB+",2,0,1,0,1,0,0,0,0
118,Data Analyst,"Hudson, Burton and Campbell","Sullivanburgh, BJ",Scikit-learn,1,0,0,0,0,0,0,0,1
119,NLP Engineer,Roberson Inc,"New Justin, ZW","MLflow, PyTorch, FastAPI",3,1,0,1,0,0,0,1,0
120,NLP Engineer,Gutierrez PLC,"West Fredside, PW","TensorFlow, KDB+, BigQuery",3,0,0,0,1,1,1,0,0
121,AI Researcher,"King, Chambers and Brown","Eriktown, GT","Scikit-learn, MLflow",2,1,0,0,0,0,0,0,1
122,AI Researcher,Shannon LLC,"Port Robert, TR",BigQuery,1,0,0,0,0,1,0,0,0
123,Computer Vision Engineer,Thompson-Norris,"Davidfort, CU","KDB+, MLflow",2,1,0,0,1,0,0,0,0
124,Quant Researcher,Davis and Sons,"Carrollland, SE",KDB+,1,0,0,0,1,0,0,0,0
125,NLP Engineer,"Reed, Garcia and French","West Richardborough, BE","BigQuery, TensorFlow",2,0,0,0,0,1,1,0,0
126,Computer Vision Engineer,Anderson-Cruz,"Jasonshire, TH",PyTorch,1,0,0,0,0,0,0,1,0
127,Quant Researcher,King PLC,"East Sheriton, SV",Scikit-learn,1,0,0,0,0,0,0,0,1
128,AI Product Manager,Baker-Gomez,"Sarahview, SE","LangChain, KDB+",2,0,1,0,1,0,0,0,0
129,NLP Engineer,"Patterson, Bruce and Herring","Davechester, LR","PyTorch, KDB+, LangChain",3,0,1,0,1,0,0,1,0
130,Data Analyst,Jackson Inc,"Allenton, UG",Scikit-learn,1,0,0,0,0,0,0,0,1
131,NLP Engineer,"Thompson, Lewis and Gonzalez","Westland, KM",BigQuery,1,0,0,0,0,1,0,0,0
132,NLP Engineer,Mclean Inc,"Shermanshire, MM","KDB+, FastAPI",2,0,0,1,1,0,0,0,0
133,AI Researcher,Moore Inc,"Jamesborough, GB","BigQuery, LangChain, FastAPI",3,0,1,1,0,1,0,0,0
134,AI Researcher,Flores-Dalton,"East Edward, MV",TensorFlow,1,0,0,0,0,0,1,0,0
135,Data Analyst,Nguyen and Sons,"Youngborough, CF","PyTorch, FastAPI",2,0,0,1,0,0,0,1,0
136,NLP Engineer,Russell Inc,"Morrowview, RS",PyTorch,1,0,0,0,0,0,0,1,0
137,Computer Vision Engineer,Castillo and Sons,"North Sheilamouth, JP","FastAPI, PyTorch, TensorFlow",3,0,0,1,0,0,1,1,0
138,AI Product Manager,Price PLC,"Randallside, CZ","BigQuery, Scikit-learn",2,0,0,0,0,1,0,0,1
139,AI Product Manager,"Payne, Vasquez and Arnold","Danielfurt, GW","LangChain, PyTorch, MLflow",3,1,1,0,0,0,0,1,0
140,Data Analyst,Roth LLC,"Royville, BG",BigQuery,1,0,0,0,0,1,0,0,0
141,Quant Researcher,Bryant and Sons,"Port Allisonfurt, SN","Scikit-learn, TensorFlow",2,0,0,0,0,0,1,0,1
142,ML Engineer,"Morris, Williams and Campbell","South Heatherside, KZ",TensorFlow,1,0,0,0,0,0,1,0,0
143,AI Product Manager,Perez Ltd,"West Susan, NG","FastAPI, KDB+",2,0,0,1,1,0,0,0,0
144,Data Scientist,Smith-Hernandez,"Shelbyberg, AO","Scikit-learn, KDB+",2,0,0,0,1,0,0,0,1
145,Data Analyst,"Barber, Green and Fernandez","Ryanberg, MD","MLflow, KDB+",2,1,0,0,1,0,0,0,0
146,ML Engineer,"Baker, Nichols and Chen","West Carloston, CO","BigQuery, MLflow, Scikit-learn",3,1,0,0,0,1,0,0,1
147,AI Researcher,Crawford-Cooper,"Calderonfurt, KN",BigQuery,1,0,0,0,0,1,0,0,0
148,NLP Engineer,"Manning, Hernandez and Serrano","New Crystalport, BF",FastAPI,1,0,0,1,0,0,0,0,0
149,Data Analyst,Sanchez and Sons,"North Melissa, NL","PyTorch, Scikit-learn",2,0,0,0,0,0,0,1,1
150,Computer Vision Engineer,Gomez-Mosley,"East James, CR",KDB+,1,0,0,0,1,0,0,0,0
151,AI Researcher,"Knox, Kirby and Rogers","Cynthiamouth, SC","FastAPI, TensorFlow, LangChain",3,0,1,1,0,0,1,0,0
152,ML Engineer,Johnson-Hansen,"New Christopher, KG",Scikit-learn,1,0,0,0,0,0,0,0,1
153,AI Product Manager,Allen-Carr,"West Jamesborough, BT",Scikit-learn,1,0,0,0,0,0,0,0,1
154,AI Researcher,Carroll-Peterson,"Lake Amanda, PG","TensorFlow, FastAPI, PyTorch",3,0,0,1,0,0,1,1,0
155,NLP Engineer,Castillo and Sons,"New Monicaborough, KH","MLflow, PyTorch, KDB+",3,1,0,0,1,0,0,1,0
156,Data Analyst,Dixon-Fields,"New Christinastad, GY","BigQuery, KDB+",2,0,0,0,1,1,0,0,0
157,Computer Vision Engineer,Ashley-Espinoza,"Elizabethchester, KZ","TensorFlow, MLflow",2,1,0,0,0,0,1,0,0
158,NLP Engineer,"Scott, Nelson and Cooke","Hayesberg, AG","MLflow, Scikit-learn, FastAPI",3,1,0,1,0,0,0,0,1
159,Quant Researcher,Wright-Pennington,"Bentonland, BG","Scikit-learn, KDB+, BigQuery",3,0,0,0,1,1,0,0,1
160,Data Analyst,Garcia-Martinez,"Michaeltown, UY","Scikit-learn, BigQuery, KDB+",3,0,0,0,1,1,0,0,1
161,Quant Researcher,Ryan-Ward,"Hernandezfurt, MX","KDB+, BigQuery",2,0,0,0,1,1,0,0,0
162,NLP Engineer,"Ross, Torres and Griffith","Jessicamouth, PS","FastAPI, PyTorch",2,0,0,1,0,0,0,1,0
163,ML Engineer,"Contreras, Taylor and Nelson","North Danielfort, LC","Scikit-learn, MLflow, BigQuery",3,1,0,0,0,1,0,0,1
164,NLP Engineer,French Inc,"East Ritaburgh, AM","TensorFlow, MLflow",2,1,0,0,0,0,1,0,0
165,AI Product Manager,"Roth, Le and Hamilton","Lake Eriktown, TZ",LangChain,1,0,1,0,0,0,0,0,0
166,Computer Vision Engineer,"Boyd, Gallagher and Thompson","Brandonton, RO","BigQuery, MLflow, FastAPI",3,1,0,1,0,1,0,0,0
167,Computer Vision Engineer,Benjamin-Nguyen,"Barryborough, JM","TensorFlow, BigQuery",2,0,0,0,0,1,1,0,0
168,Data Analyst,Coleman-Jimenez,"West Alexanderberg, MG",TensorFlow,1,0,0,0,0,0,1,0,0
169,Data Analyst,Williams-Gross,"Ericport, BR","FastAPI, MLflow, KDB+",3,1,0,1,1,0,0,0,0
170,ML Engineer,Gonzalez Ltd,"Johnsonmouth, BS",LangChain,1,0,1,0,0,0,0,0,0
171,AI Product Manager,Hart-Miller,"South Gary, BN","FastAPI, PyTorch, TensorFlow",3,0,0,1,0,0,1,1,0
172,AI Researcher,Kim Inc,"West Ralphview, SL","PyTorch, BigQuery",2,0,0,0,0,1,0,1,0
173,Data Scientist,Horton LLC,"Debraview, HU","FastAPI, PyTorch",2,0,0,1,0,0,0,1,0
174,AI Product Manager,Mendoza Ltd,"North Michael, CU","FastAPI, MLflow",2,1,0,1,0,0,0,0,0
175,AI Product Manager,"Alexander, Warner and Mendez","Joneston, TL","TensorFlow, KDB+, MLflow",3,1,0,0,1,0,1,0,0
176,NLP Engineer,Williams Ltd,"Port Ariel, TR","KDB+, BigQuery",2,0,0,0,1,1,0,0,0
177,Quant Researcher,Mills Group,"Johnathanmouth, HN","PyTorch, LangChain, MLflow",3,1,1,0,0,0,0,1,0
178,AI Product Manager,Jordan-Graves,"East Jennifer, EE","Scikit-learn, PyTorch, LangChain",3,0,1,0,0,0,0,1,1
179,AI Product Manager,Casey-Smith,"Romerobury, BI","TensorFlow, BigQuery, KDB+",3,0,0,0,1,1,1,0,0
180,AI Researcher,Melton-Turner,"West Chelseafurt, AU","TensorFlow, FastAPI",2,0,0,1,0,0,1,0,0
181,Data Analyst,Gutierrez-Hernandez,"Lake Thomas, MD","KDB+, Scikit-learn, PyTorch",3,0,0,0,1,0,0,1,1
182,NLP Engineer,"Oliver, Tran and Jackson","North Briannafort, PH",PyTorch,1,0,0,0,0,0,0,1,0
183,AI Researcher,Diaz-Hardy,"Davidstad, BY","BigQuery, TensorFlow",2,0,0,0,0,1,1,0,0
184,Quant Researcher,White-Hayes,"West Derek, VU","Scikit-learn, BigQuery",2,0,0,0,0,1,0,0,1
185,Computer Vision Engineer,Dominguez Ltd,"East Christopher, EE",TensorFlow,1,0,0,0,0,0,1,0,0
186,Data Analyst,"Welch, Green and Williams","Emmafurt, GN",BigQuery,1,0,0,0,0,1,0,0,0
187,AI Researcher,Reed LLC,"Andreside, GA","LangChain, MLflow",2,1,1,0,0,0,0,0,0
188,Computer Vision Engineer,Brown and Sons,"New Donald, CU",KDB+,1,0,0,0,1,0,0,0,0
189,Data Scientist,Gutierrez Group,"New Andrea, ST",BigQuery,1,0,0,0,0,1,0,0,0
190,AI Product Manager,"Robinson, Stafford and Hoffman","Palmerburgh, CF","PyTorch, KDB+",2,0,0,0,1,0,0,1,0
191,Data Analyst,"Wu, Browning and Ramos","North Louis, UY","MLflow, LangChain, FastAPI",3,1,1,1,0,0,0,0,0
192,AI Researcher,Jones-Curtis,"North Nataliemouth, SR","FastAPI, BigQuery",2,0,0,1,0,1,0,0,0
193,ML Engineer,Lewis-Brooks,"Owenshaven, LY","MLflow, KDB+",2,1,0,0,1,0,0,0,0
194,Data Scientist,"Hobbs, Lawson and Robertson","Port Ricardo, SR","LangChain, KDB+",2,0,1,0,1,0,0,0,0
195,Quant Researcher,"Gonzales, Lane and Hart","Kaylaland, DE",Scikit-learn,1,0,0,0,0,0,0,0,1
196,NLP Engineer,Kim PLC,"North Jamietown, KE","BigQuery, FastAPI",2,0,0,1,0,1,0,0,0
197,AI Product Manager,"Vasquez, Fleming and Jones","East Melindastad, TO","Scikit-learn, TensorFlow, FastAPI",3,0,0,1,0,0,1,0,1
198,Data Analyst,Rice Inc,"East Linda, KP",BigQuery,1,0,0,0,0,1,0,0,0
199,Quant Researcher,"Morris, Jensen and Hamilton","Port Mckenzie, BO","BigQuery, KDB+",2,0,0,0,1,1,0,0,0
200,AI Product Manager,Gonzalez and Sons,"New Traceyborough, BG",PyTorch,1,0,0,0,0,0,0,1,0
201,Data Scientist,Robinson-Hall,"Flowersberg, MG","BigQuery, PyTorch",2,0,0,0,0,1,0,1,0
202,AI Product Manager,Mendoza Ltd,"Chandlerville, RS","PyTorch, TensorFlow, FastAPI",3,0,0,1,0,0,1,1,0
203,NLP Engineer,Richards-Barnes,"Williamton, TM","LangChain, KDB+, FastAPI",3,0,1,1,1,0,0,0,0
204,Quant Researcher,Bailey-Harris,"Lake Sarah, SY",TensorFlow,1,0,0,0,0,0,1,0,0
205,Data Analyst,Soto and Sons,"East Johnton, HR",BigQuery,1,0,0,0,0,1,0,0,0
206,Data Scientist,Williams Ltd,"Samuelhaven, BO",MLflow,1,1,0,0,0,0,0,0,0
207,Computer Vision Engineer,Lane-Weaver,"Garciamouth, KI",TensorFlow,1,0,0,0,0,0,1,0,0
208,AI Product Manager,Hernandez PLC,"Lake Charlesmouth, CL",Scikit-learn,1,0,0,0,0,0,0,0,1
209,AI Product Manager,Ortiz-Mcfarland,"Reyesview, NR","Scikit-learn, BigQuery, FastAPI",3,0,0,1,0,1,0,0,1
210,Data Scientist,Rice-Hendricks,"East William, NZ","KDB+, FastAPI, PyTorch",3,0,0,1,1,0,0,1,0
211,Computer Vision Engineer,"Brown, Jackson and Carr","Greeneton, LU","KDB+, FastAPI",2,0,0,1,1,0,0,0,0
212,AI Product Manager,"Kelley, Steele and Bell","South Anthonyfurt, BO",FastAPI,1,0,0,1,0,0,0,0,0
213,Data Analyst,Cline PLC,"Hannahside, KI","Scikit-learn, MLflow",2,1,0,0,0,0,0,0,1
214,Quant Researcher,Shah-White,"Lake Erikburgh, ZM",BigQuery,1,0,0,0,0,1,0,0,0
215,Data Scientist,Davis-Butler,"South Zacharyburgh, ES",LangChain,1,0,1,0,0,0,0,0,0
216,NLP Engineer,"Newton, Kelly and Martinez","Lake Johnchester, CG","FastAPI, PyTorch, TensorFlow",3,0,0,1,0,0,1,1,0
217,Computer Vision Engineer,Berry-Lewis,"Melissaton, LA",Scikit-learn,1,0,0,0,0,0,0,0,1
218,AI Researcher,"Brandt, Fuller and Cruz","New Sydneyton, PH","TensorFlow, LangChain, FastAPI",3,0,1,1,0,0,1,0,0
219,Quant Researcher,Turner PLC,"Jasonfurt, BW","BigQuery, PyTorch",2,0,0,0,0,1,0,1,0
220,AI Researcher,Sanchez Ltd,"Barnetthaven, IN","KDB+, PyTorch",2,0,0,0,1,0,0,1,0
221,ML Engineer,Crawford Group,"Abbottmouth, IN","FastAPI, LangChain, TensorFlow",3,0,1,1,0,0,1,0,0
222,Data Scientist,"Humphrey, Barrett and Colon","Davidmouth, IE","MLflow, PyTorch, TensorFlow",3,1,0,0,0,0,1,1,0
223,Quant Researcher,Obrien PLC,"Mariochester, BY",MLflow,1,1,0,0,0,0,0,0,0
224,Data Analyst,"Stanton, Martin and Martin","West Sally, GR","BigQuery, TensorFlow",2,0,0,0,0,1,1,0,0
225,AI Researcher,"James, Payne and Roth","West Ernest, BY","LangChain, Scikit-learn, FastAPI",3,0,1,1,0,0,0,0,1
